Show/Hide,Cpd,File,ID Source,Name,Formula,Saturated,RT,m/z,Mass,Score,Score (Lib),Score (DB),Score (MFG),RT Diff (Tgt),"Diff (Tgt, ppm)","Diff (DB, ppm)","Diff (MFG, ppm)",Polarity,Ions,Height,Area,Vol,Hits (DB),Algorithm,Library,Uncertainty,Significance,Quality Score,FIs Conf.,FIs Conf. %,FIs Eval.,Source,Flag Severity (Tgt)
TRUE,3919,SLZ_200313_09.d,,,,,62.553,445.352,446.3593,,,,,,,,,Negative,3,54812,,3473155,,Find by Molecular Feature,,,,97.3,,,,,
TRUE,805,SLZ_200313_09.d,,,,,1.022,446.7178,447.7251,,,,,,,,,Negative,5,44081,,483920,,Find by Molecular Feature,,,,50.8,,,,,
TRUE,997,SLZ_200313_09.d,,,,,1.228,446.966,447.9732,,,,,,,,,Negative,2,7530,,181790,,Find by Molecular Feature,,,,71.2,,,,,
TRUE,3793,SLZ_200313_09.d,,,,,62.242,447.3098,448.3171,,,,,,,,,Negative,3,3952,,101032,,Find by Molecular Feature,,,,42.2,,,,,
TRUE,3861,SLZ_200313_09.d,,,,,62.49,447.9913,448.9986,,,,,,,,,Negative,2,3206,,135258,,Find by Molecular Feature,,,,38.4,,,,,
TRUE,212,SLZ_200313_09.d,,,,,0.819,448.0014,449.0086,,,,,,,,,Negative,2,4027,,21819,,Find by Molecular Feature,,,,38.4,,,,,
TRUE,877,SLZ_200313_09.d,,,,,1.037,448.3815,449.3888,,,,,,,,,Negative,3,63809,,313266,,Find by Molecular Feature,,,,60,,,,,
TRUE,3706,SLZ_200313_09.d,,,,,60.202,449.0965,450.1038,,,,,,,,,Negative,2,3788,,24831,,Find by Molecular Feature,,,,31.5,,,,,
TRUE,52,SLZ_200313_09.d,,,,,0.672,450.8593,451.8664,,,,,,,,,Negative,3,7492,,60216,,Find by Molecular Feature,,,,41.1,,,,,
TRUE,4168,SLZ_200313_09.d,,,,,63.335,450.9613,451.9685,,,,,,,,,Negative,2,15300,,193005,,Find by Molecular Feature,,,,32.2,,,,,
TRUE,4165,SLZ_200313_09.d,,,,,63.078,450.962,451.9693,,,,,,,,,Negative,2,31141,,488359,,Find by Molecular Feature,,,,67,,,,,
TRUE,4015,SLZ_200313_09.d,,,,,62.654,450.9627,451.97,,,,,,,,,Negative,3,53687,,1447349,,Find by Molecular Feature,,,,44.6,,,,,
TRUE,59,SLZ_200313_09.d,,,,,0.677,451.9733,452.9806,,,,,,,,,Negative,2,27161,,145806,,Find by Molecular Feature,,,,72,,,,,
TRUE,112,SLZ_200313_09.d,,,,,0.702,452.879,453.886,,,,,,,,,Negative,8,6786,,275458,,Find by Molecular Feature,,,,60,,,,,
TRUE,184,SLZ_200313_09.d,,,,,0.784,908.7047,454.8566,,,,,,,,,Negative,2,4517,,53734,,Find by Molecular Feature,,,,38.1,,,,,
TRUE,4169,SLZ_200313_09.d,,,,,63.358,454.8735,455.8808,,,,,,,,,Negative,3,7611,,92371,,Find by Molecular Feature,,,,100,,,,,
TRUE,875,SLZ_200313_09.d,,,,,1.037,455.3739,456.3812,,,,,,,,,Negative,3,7979,,50498,,Find by Molecular Feature,,,,52.1,,,,,
TRUE,653,SLZ_200313_09.d,,,,,1,455.709,456.7163,,,,,,,,,Negative,3,3619,,45281,,Find by Molecular Feature,,,,60.4,,,,,
TRUE,4200,SLZ_200313_09.d,,,,,63.429,456.8016,457.8089,,,,,,,,,Negative,2,2929,,50182,,Find by Molecular Feature,,,,54.6,,,,,
TRUE,113,SLZ_200313_09.d,,,,,0.703,456.9748,457.982,,,,,,,,,Negative,2,16869,,115509,,Find by Molecular Feature,,,,91.6,,,,,
TRUE,150,SLZ_200313_09.d,,,,,0.747,459.0667,460.074,,,,,,,,,Negative,3,273670,,1058739,,Find by Molecular Feature,,,,35.8,,,,,
TRUE,835,SLZ_200313_09.d,,,,,1.028,460.3685,461.3758,,,,,,,,,Negative,3,10895,,81666,,Find by Molecular Feature,,,,64.5,,,,,
TRUE,750,SLZ_200313_09.d,,,,,1.014,460.7016,461.7089,,,,,,,,,Negative,3,6060,,50478,,Find by Molecular Feature,,,,52.3,,,,,
TRUE,24,SLZ_200313_09.d,,,,,0.589,460.7617,461.769,,,,,,,,,Negative,5,30506,,176454,,Find by Molecular Feature,,,,35,,,,,
TRUE,119,SLZ_200313_09.d,,,,,0.708,460.8862,461.8935,,,,,,,,,Negative,2,7021,,53660,,Find by Molecular Feature,,,,74.8,,,,,
TRUE,1017,SLZ_200313_09.d,,,,,2.245,462.9393,463.9466,,,,,,,,,Negative,2,16098,,207109,,Find by Molecular Feature,,,,53.5,,,,,
TRUE,1005,SLZ_200313_09.d,,,,,1.26,462.9398,463.947,,,,,,,,,Negative,2,43055,,1308137,,Find by Molecular Feature,,,,93.5,,,,,
TRUE,3701,SLZ_200313_09.d,,,,,59.795,462.9401,463.9473,,,,,,,,,Negative,3,20975,,823899,,Find by Molecular Feature,,,,56.2,,,,,
TRUE,196,SLZ_200313_09.d,,,,,0.796,463.8467,464.854,,,,,,,,,Negative,2,3735,,26447,,Find by Molecular Feature,,,,57.7,,,,,
TRUE,127,SLZ_200313_09.d,,,,,0.714,463.9681,464.9754,,,,,,,,,Negative,2,7402,,75222,,Find by Molecular Feature,,,,33.6,,,,,
TRUE,41,SLZ_200313_09.d,,,,,0.659,464.834,465.8413,,,,,,,,,Negative,4,9904,,76280,,Find by Molecular Feature,,,,41.1,,,,,
TRUE,1045,SLZ_200313_09.d,,,,,2.667,464.9187,465.926,,,,,,,,,Negative,3,18828,,744060,,Find by Molecular Feature,,,,39,,,,,
TRUE,276,SLZ_200313_09.d,,,,,0.922,466.0497,467.0568,,,,,,,,,Negative,2,89723,,523986,,Find by Molecular Feature,,,,32.9,,,,,
TRUE,4037,SLZ_200313_09.d,,,,,62.745,467.2628,468.27,,,,,,,,,Negative,2,6836,,215271,,Find by Molecular Feature,,,,33.3,,,,,
TRUE,722,SLZ_200313_09.d,,,,,1.01,467.7092,468.7165,,,,,,,,,Negative,3,3047,,20386,,Find by Molecular Feature,,,,54,,,,,
TRUE,684,SLZ_200313_09.d,,,,,1.004,468.3689,469.3762,,,,,,,,,Negative,3,1826,,13968,,Find by Molecular Feature,,,,35,,,,,
TRUE,141,SLZ_200313_09.d,,,,,0.728,468.8553,469.8626,,,,,,,,,Negative,5,20118,,244375,,Find by Molecular Feature,,,,70.8,,,,,
TRUE,712,SLZ_200313_09.d,,,,,1.008,470.7178,471.725,,,,,,,,,Negative,3,6580,,48367,,Find by Molecular Feature,,,,35,,,,,
TRUE,1018,SLZ_200313_09.d,,,,,2.475,470.9254,471.9327,,,,,,,,,Negative,3,5917,,133090,,Find by Molecular Feature,,,,55.5,,,,,
TRUE,740,SLZ_200313_09.d,,,,,1.012,472.3821,473.3894,,,,,,,,,Negative,2,3577,,24307,,Find by Molecular Feature,,,,35.9,,,,,
TRUE,43,SLZ_200313_09.d,,,,,0.661,472.8013,473.8085,,,,,,,,,Negative,2,6741,,76802,,Find by Molecular Feature,,,,41.9,,,,,
TRUE,1436,SLZ_200313_09.d,,,,,17.564,473.2178,474.2251,,,,,,,,,Negative,3,6017,,37480,,Find by Molecular Feature,,,,39,,,,,
TRUE,4088,SLZ_200313_09.d,,,,,62.824,475.1552,476.1624,,,,,,,,,Negative,5,6155,,264071,,Find by Molecular Feature,,,,78.3,,,,,
TRUE,543,SLZ_200313_09.d,,,,,0.988,475.7025,476.7098,,,,,,,,,Negative,2,3475,,19682,,Find by Molecular Feature,,,,36.3,,,,,
TRUE,189,SLZ_200313_09.d,,,,,0.79,476.8265,477.8337,,,,,,,,,Negative,3,12026,,140880,,Find by Molecular Feature,,,,100,,,,,
TRUE,3816,SLZ_200313_09.d,,,,,62.315,477.1555,478.1627,,,,,,,,,Negative,3,4854,,181400,,Find by Molecular Feature,,,,55.7,,,,,
TRUE,808,SLZ_200313_09.d,,,,,1.022,477.6947,478.702,,,,,,,,,Negative,3,8723,,51417,,Find by Molecular Feature,,,,36.1,,,,,
TRUE,18,SLZ_200313_09.d,,,,,0.572,478.7896,479.7968,,,,,,,,,Negative,3,47412,,176480,,Find by Molecular Feature,,,,35,,,,,
TRUE,51,SLZ_200313_09.d,,,,,0.672,478.8811,479.8884,,,,,,,,,Negative,3,8193,,84321,,Find by Molecular Feature,,,,41.1,,,,,
TRUE,692,SLZ_200313_09.d,,,,,1.006,479.3657,480.373,,,,,,,,,Negative,2,3609,,16328,,Find by Molecular Feature,,,,37.3,,,,,
TRUE,3858,SLZ_200313_09.d,,,,,62.487,481.2569,482.2642,,,,,,,,,Negative,3,21740,,1304108,,Find by Molecular Feature,,,,94.9,,,,,
TRUE,858,SLZ_200313_09.d,,,,,1.033,481.382,482.3893,,,,,,,,,Negative,2,7827,,53039,,Find by Molecular Feature,,,,45.8,,,,,
TRUE,3794,SLZ_200313_09.d,,,,,62.242,482.399,483.4062,,,,,,,,,Negative,3,5346,,202019,,Find by Molecular Feature,,,,42.5,,,,,
TRUE,3949,SLZ_200313_09.d,,,,,62.581,482.3989,483.4062,,,,,,,,,Negative,2,4869,,93899,,Find by Molecular Feature,,,,40.6,,,,,
TRUE,350,SLZ_200313_09.d,,,,,0.96,484.5349,485.5421,,,,,,,,,Negative,2,16497,,186896,,Find by Molecular Feature,,,,46.7,,,,,
TRUE,804,SLZ_200313_09.d,,,,,1.022,484.7111,485.7184,,,,,,,,,Negative,3,17577,,130933,,Find by Molecular Feature,,,,36.4,,,,,
TRUE,993,SLZ_200313_09.d,,,,,1.217,484.8853,485.8925,,,,,,,,,Negative,3,22143,,617282,,Find by Molecular Feature,,,,73.5,,,,,
TRUE,229,SLZ_200313_09.d,,,,,0.852,485.0159,486.0232,,,,,,,,,Negative,2,6095,,23972,,Find by Molecular Feature,,,,31.7,,,,,
TRUE,3804,SLZ_200313_09.d,,,,,62.271,485.2517,486.259,,,,,,,,,Negative,3,1968,,76613,,Find by Molecular Feature,,,,44.4,,,,,
TRUE,844,SLZ_200313_09.d,,,,,1.029,485.3712,486.3785,,,,,,,,,Negative,2,21748,,103484,,Find by Molecular Feature,,,,36.7,,,,,
TRUE,290,SLZ_200313_09.d,,,,,0.931,486.0496,487.0568,,,,,,,,,Negative,2,73328,,461895,,Find by Molecular Feature,,,,58.9,,,,,
TRUE,86,SLZ_200313_09.d,,,,,0.692,486.9848,487.992,,,,,,,,,Negative,2,7376,,37085,,Find by Molecular Feature,,,,32.8,,,,,
TRUE,833,SLZ_200313_09.d,,,,,1.027,487.5584,488.5657,,,,,,,,,Negative,4,58422,,1113114,,Find by Molecular Feature,,,,80.7,,,,,
TRUE,3900,SLZ_200313_09.d,,,,,62.534,489.3591,490.3664,,,,,,,,,Negative,2,4366,,195908,,Find by Molecular Feature,,,,55.8,,,,,
TRUE,178,SLZ_200313_09.d,,,,,0.78,490.8565,491.8638,,,,,,,,,Negative,2,17168,,173641,,Find by Molecular Feature,,,,91.8,,,,,
TRUE,943,SLZ_200313_09.d,,,,,1.11,490.8571,491.8644,,,,,,,,,Negative,2,5508,,52521,,Find by Molecular Feature,,,,61.5,,,,,
TRUE,39,SLZ_200313_09.d,,,,,0.653,490.8977,491.905,,,,,,,,,Negative,2,7199,,28988,,Find by Molecular Feature,,,,31.3,,,,,
TRUE,553,SLZ_200313_09.d,,,,,0.989,491.7095,492.7168,,,,,,,,,Negative,3,5249,,57267,,Find by Molecular Feature,,,,68,,,,,
TRUE,3891,SLZ_200313_09.d,,,,,62.528,492.359,493.3663,,,,,,,,,Negative,3,4350,,191130,,Find by Molecular Feature,,,,38.1,,,,,
TRUE,528,SLZ_200313_09.d,,,,,0.986,492.3879,493.3952,,,,,,,,,Negative,2,6061,,48935,,Find by Molecular Feature,,,,84.3,,,,,
TRUE,1144,SLZ_200313_09.d,,,,,9.202,492.8163,493.8236,,,,,,,,,Negative,5,9455,,278274,,Find by Molecular Feature,,,,30,,,,,
TRUE,4057,SLZ_200313_09.d,,,,,62.782,493.3575,494.3648,,,,,,,,,Negative,3,2151,,30344,,Find by Molecular Feature,,,,39.1,,,,,
TRUE,28,SLZ_200313_09.d,,,,,0.6,496.8133,497.8206,,,,,,,,,Negative,4,10185,,64687,,Find by Molecular Feature,,,,35,,,,,
TRUE,121,SLZ_200313_09.d,,,,,0.709,496.9645,497.9718,,,,,,,,,Negative,3,8815,,82925,,Find by Molecular Feature,,,,75.4,,,,,
TRUE,630,SLZ_200313_09.d,,,,,0.997,497.5619,498.5692,,,,,,,,,Negative,2,134703,,871837,,Find by Molecular Feature,,,,59.5,,,,,
TRUE,679,SLZ_200313_09.d,,,,,1.003,497.7106,498.7179,,,,,,,,,Negative,3,30502,,170597,,Find by Molecular Feature,,,,37.1,,,,,
TRUE,2753,SLZ_200313_09.d,,,,,38.484,497.9081,498.9153,,,,,,,,,Negative,2,43492,,555781,,Find by Molecular Feature,,,,86.9,,,,,
TRUE,681,SLZ_200313_09.d,,,,,1.003,498.0553,499.0625,,,,,,,,,Negative,3,259390,,1510725,,Find by Molecular Feature,,,,51.5,,,,,
TRUE,666,SLZ_200313_09.d,,,,,1.002,498.5563,499.5636,,,,,,,,,Negative,5,90198,,618436,,Find by Molecular Feature,,,,56.8,,,,,
TRUE,77,SLZ_200313_09.d,,,,,0.687,498.8674,499.8747,,,,,,,,,Negative,2,11270,,86491,,Find by Molecular Feature,,,,36.4,,,,,
TRUE,3848,SLZ_200313_09.d,,,,,62.469,499.2667,500.274,,,,,,,,,Negative,5,177358,,10975164,,Find by Molecular Feature,,,,76,,,,,
TRUE,140,SLZ_200313_09.d,,,,,0.727,500.8783,501.8855,,,,,,,,,Negative,3,7127,,71010,,Find by Molecular Feature,,,,35,,,,,
TRUE,696,SLZ_200313_09.d,,,,,1.006,501.0482,502.0555,,,,,,,,,Negative,3,8845,,101657,,Find by Molecular Feature,,,,60,,,,,
TRUE,1014,SLZ_200313_09.d,,,,,2.147,502.9319,503.9392,,,,,,,,,Negative,2,10222,,247996,,Find by Molecular Feature,,,,30.1,,,,,
TRUE,1004,SLZ_200313_09.d,,,,,1.252,502.9323,503.9395,,,,,,,,,Negative,3,31502,,969370,,Find by Molecular Feature,,,,94.4,,,,,
TRUE,3914,SLZ_200313_09.d,,,,,62.549,503.3749,504.3822,,,,,,,,,Negative,3,12710,,805228,,Find by Molecular Feature,,,,97.3,,,,,
TRUE,36,SLZ_200313_09.d,,,,,0.647,504.8262,505.8335,,,,,,,,,Negative,5,9346,,97117,,Find by Molecular Feature,,,,71.3,,,,,
TRUE,238,SLZ_200313_09.d,,,,,0.862,504.9516,505.9589,,,,,,,,,Negative,2,5096,,23499,,Find by Molecular Feature,,,,32.4,,,,,
TRUE,3805,SLZ_200313_09.d,,,,,62.276,505.2568,506.2641,,,,,,,,,Negative,3,2093,,91667,,Find by Molecular Feature,,,,35,,,,,
TRUE,4186,SLZ_200313_09.d,,,,,63.393,506.83,507.8373,,,,,,,,,Negative,4,44742,,823775,,Find by Molecular Feature,,,,99,,,,,
TRUE,10,SLZ_200313_09.d,,,,,0.314,506.8307,507.8379,,,,,,,,,Negative,2,7030,,153613,,Find by Molecular Feature,,,,46.2,,,,,
TRUE,964,SLZ_200313_09.d,,,,,1.148,506.8307,507.838,,,,,,,,,Negative,3,18529,,392000,,Find by Molecular Feature,,,,86.9,,,,,
TRUE,191,SLZ_200313_09.d,,,,,0.793,506.8308,507.8381,,,,,,,,,Negative,3,36527,,382662,,Find by Molecular Feature,,,,99.7,,,,,
TRUE,220,SLZ_200313_09.d,,,,,0.843,507.9574,508.9646,,,,,,,,,Negative,3,2054,,30207,,Find by Molecular Feature,,,,74.4,,,,,
TRUE,659,SLZ_200313_09.d,,,,,1,508.4006,509.4079,,,,,,,,,Negative,3,15070,,116784,,Find by Molecular Feature,,,,60,,,,,
TRUE,640,SLZ_200313_09.d,,,,,0.998,508.7328,509.7401,,,,,,,,,Negative,3,10620,,79906,,Find by Molecular Feature,,,,44.5,,,,,
TRUE,720,SLZ_200313_09.d,,,,,1.01,511.3867,512.394,,,,,,,,,Negative,3,8857,,55528,,Find by Molecular Feature,,,,35.8,,,,,
TRUE,589,SLZ_200313_09.d,,,,,0.993,512.715,513.7222,,,,,,,,,Negative,3,6182,,42591,,Find by Molecular Feature,,,,39.4,,,,,
TRUE,3862,SLZ_200313_09.d,,,,,62.494,513.2819,514.2892,,,,,,,,,Negative,3,28049,,1682524,,Find by Molecular Feature,,,,94.1,,,,,
TRUE,506,SLZ_200313_09.d,,,,,0.984,514.3762,515.3835,,,,,,,,,Negative,2,3425,,17619,,Find by Molecular Feature,,,,42,,,,,
TRUE,33,SLZ_200313_09.d,,,,,0.63,514.8429,515.8502,,,,,,,,,Negative,6,7523,,122329,,Find by Molecular Feature,,,,35,,,,,
TRUE,102,SLZ_200313_09.d,,,,,0.698,514.8915,515.8988,,,,,,,,,Negative,4,5793,,80552,,Find by Molecular Feature,,,,57.2,,,,,
TRUE,1843,SLZ_200313_09.d,,,,,22.873,515.1844,516.1916,,,,,,,,,Negative,3,8045,,207225,,Find by Molecular Feature,,,,49.9,,,,,
TRUE,4046,SLZ_200313_09.d,,,,,62.761,515.284,516.2913,,,,,,,,,Negative,2,3165,,49361,,Find by Molecular Feature,,,,68.6,,,,,
TRUE,187,SLZ_200313_09.d,,,,,0.788,520.9069,521.9142,,,,,,,,,Negative,2,21992,,505500,,Find by Molecular Feature,,,,34.3,,,,,
TRUE,1,SLZ_200313_09.d,,,,,0.147,520.9078,521.9151,,,,,,,,,Negative,3,26593,,352403,,Find by Molecular Feature,,,,30.1,,,,,
TRUE,3722,SLZ_200313_09.d,,,,,60.276,520.9082,521.9155,,,,,,,,,Negative,3,37093,,1104195,,Find by Molecular Feature,,,,67.8,,,,,
TRUE,320,SLZ_200313_09.d,,,,,0.954,522.5085,523.5158,,,,,,,,,Negative,2,6632,,29729,,Find by Molecular Feature,,,,35.2,,,,,
TRUE,89,SLZ_200313_09.d,,,,,0.692,522.8709,523.8782,,,,,,,,,Negative,5,8953,,153978,,Find by Molecular Feature,,,,73,,,,,
TRUE,859,SLZ_200313_09.d,,,,,1.033,523.316,524.3242,,,,,,,,,Negative,4,6428,,70549,,Find by Molecular Feature,,,,56.5,,,,,
TRUE,1564,SLZ_200313_09.d,,,,,19.416,524.3888,525.3961,,,,,,,,,Negative,7,23008,,610690,,Find by Molecular Feature,,,,53.4,,,,,
TRUE,1569,SLZ_200313_09.d,,,,,19.496,524.5558,525.5631,,,,,,,,,Negative,3,15212,,421818,,Find by Molecular Feature,,,,55.2,,,,,
TRUE,1561,SLZ_200313_09.d,,,,,19.378,524.723,525.7303,,,,,,,,,Negative,3,10418,,134664,,Find by Molecular Feature,,,,66.5,,,,,
TRUE,873,SLZ_200313_09.d,,,,,1.037,524.8051,525.8124,,,,,,,,,Negative,2,12935,,68672,,Find by Molecular Feature,,,,41.7,,,,,
TRUE,991,SLZ_200313_09.d,,,,,1.216,524.8777,525.8849,,,,,,,,,Negative,2,14156,,379129,,Find by Molecular Feature,,,,93.6,,,,,
TRUE,1030,SLZ_200313_09.d,,,,,2.594,524.9635,525.9708,,,,,,,,,Negative,4,16822,,669519,,Find by Molecular Feature,,,,40.5,,,,,
TRUE,231,SLZ_200313_09.d,,,,,0.854,525.0071,526.0143,,,,,,,,,Negative,2,4706,,24993,,Find by Molecular Feature,,,,37.2,,,,,
TRUE,1558,SLZ_200313_09.d,,,,,19.278,525.8879,526.8951,,,,,,,,,Negative,3,14493,,277097,,Find by Molecular Feature,,,,43.8,,,,,
TRUE,3840,SLZ_200313_09.d,,,,,62.447,526.2656,527.2729,,,,,,,,,Negative,3,15557,,928275,,Find by Molecular Feature,,,,56.9,,,,,
TRUE,775,SLZ_200313_09.d,,,,,1.018,526.724,527.7313,,,,,,,,,Negative,3,28971,,202506,,Find by Molecular Feature,,,,56.6,,,,,
TRUE,177,SLZ_200313_09.d,,,,,0.779,526.8243,527.8307,,,,,,,,,Negative,2,8654,,97979,,Find by Molecular Feature,,,,72.8,,,,,
TRUE,773,SLZ_200313_09.d,,,,,1.018,527.3913,528.3986,,,,,,,,,Negative,2,8704,,63419,,Find by Molecular Feature,,,,68.6,,,,,
TRUE,903,SLZ_200313_09.d,,,,,1.047,527.8202,528.8275,,,,,,,,,Negative,2,4863,,29237,,Find by Molecular Feature,,,,79,,,,,
TRUE,2773,SLZ_200313_09.d,,,,,38.604,527.9472,528.9545,,,,,,,,,Negative,2,3186,,27611,,Find by Molecular Feature,,,,36.6,,,,,
TRUE,1079,SLZ_200313_09.d,,,,,3.661,530.0606,531.0679,,,,,,,,,Negative,2,7582,,96348,,Find by Molecular Feature,,,,74.4,,,,,
TRUE,999,SLZ_200313_09.d,,,,,1.232,530.9845,531.9918,,,,,,,,,Negative,2,8147,,197833,,Find by Molecular Feature,,,,80.2,,,,,
TRUE,3918,SLZ_200313_09.d,,,,,62.552,533.5745,534.5818,,,,,,,,,Negative,3,8994,,323285,,Find by Molecular Feature,,,,34.6,,,,,
TRUE,76,SLZ_200313_09.d,,,,,0.687,533.9756,534.9829,,,,,,,,,Negative,3,15464,,77205,,Find by Molecular Feature,,,,41.9,,,,,
TRUE,1508,SLZ_200313_09.d,,,,,18.676,534.5636,535.5708,,,,,,,,,Negative,4,83600,,2013938,,Find by Molecular Feature,,,,69.6,,,,,
TRUE,336,SLZ_200313_09.d,,,,,0.958,536.0339,537.0412,,,,,,,,,Negative,3,13587,,106411,,Find by Molecular Feature,,,,49.3,,,,,
TRUE,4059,SLZ_200313_09.d,,,,,62.785,537.3577,538.365,,,,,,,,,Negative,3,4741,,116546,,Find by Molecular Feature,,,,61.2,,,,,
TRUE,1470,SLZ_200313_09.d,,,,,18.313,538.3943,539.4015,,,,,,,,,Negative,3,8433,,126176,,Find by Molecular Feature,,,,100,,,,,
TRUE,498,SLZ_200313_09.d,,,,,0.982,540.0443,541.0515,,,,,,,,,Negative,3,51261,,502939,,Find by Molecular Feature,,,,60,,,,,
TRUE,3965,SLZ_200313_09.d,,,,,62.592,540.0806,541.0879,,,,,,,,,Negative,3,11466,,614460,,Find by Molecular Feature,,,,60.7,,,,,
TRUE,930,SLZ_200313_09.d,,,,,1.075,540.5709,541.5781,,,,,,,,,Negative,2,2040,,9813,,Find by Molecular Feature,,,,36.4,,,,,
TRUE,3941,SLZ_200313_09.d,,,,,62.573,540.5817,541.589,,,,,,,,,Negative,5,7740,,407361,,Find by Molecular Feature,,,,44.3,,,,,
TRUE,2151,SLZ_200313_09.d,,,,,28.112,1082.53,541.769,,,,,,,,,Negative,4,10378,,525446,,Find by Molecular Feature,,,,72.2,,,,,
TRUE,1027,SLZ_200313_09.d,,,,,2.573,540.9413,541.9486,,,,,,,,,Negative,3,105658,,3542843,,Find by Molecular Feature,,,,47.7,,,,,
TRUE,1068,SLZ_200313_09.d,,,,,3.518,540.9414,541.9487,,,,,,,,,Negative,3,81943,,2414978,,Find by Molecular Feature,,,,37.1,,,,,
TRUE,3817,SLZ_200313_09.d,,,,,62.318,542.5788,543.5861,,,,,,,,,Negative,3,4894,,45771,,Find by Molecular Feature,,,,35,,,,,
TRUE,3826,SLZ_200313_09.d,,,,,62.355,542.848,543.8552,,,,,,,,,Negative,3,6161,,204520,,Find by Molecular Feature,,,,56.8,,,,,
TRUE,256,SLZ_200313_09.d,,,,,0.887,544.1159,545.1232,,,,,,,,,Negative,2,3140,,22476,,Find by Molecular Feature,,,,57.4,,,,,
TRUE,22,SLZ_200313_09.d,,,,,0.586,544.7346,545.7418,,,,,,,,,Negative,3,25259,,106902,,Find by Molecular Feature,,,,35,,,,,
TRUE,186,SLZ_200313_09.d,,,,,0.787,544.8125,545.8198,,,,,,,,,Negative,4,21869,,232645,,Find by Molecular Feature,,,,75.3,,,,,
TRUE,868,SLZ_200313_09.d,,,,,1.035,545.3857,546.3937,,,,,,,,,Negative,3,3957,,33296,,Find by Molecular Feature,,,,57.1,,,,,
TRUE,866,SLZ_200313_09.d,,,,,1.035,545.7207,546.7279,,,,,,,,,Negative,2,3580,,20388,,Find by Molecular Feature,,,,35.4,,,,,
TRUE,4193,SLZ_200313_09.d,,,,,63.398,546.8221,547.8293,,,,,,,,,Negative,3,21652,,364603,,Find by Molecular Feature,,,,100,,,,,
TRUE,1006,SLZ_200313_09.d,,,,,1.266,546.9583,547.9656,,,,,,,,,Negative,2,36812,,1008828,,Find by Molecular Feature,,,,76.9,,,,,
TRUE,4035,SLZ_200313_09.d,,,,,62.726,1097.7006,549.3538,,,,,,,,,Negative,3,31316,,3278061,,Find by Molecular Feature,,,,81.5,,,,,
TRUE,2653,SLZ_200313_09.d,,,,,38.01,548.5055,549.5128,,,,,,,,,Negative,3,4201,,43889,,Find by Molecular Feature,,,,36.1,,,,,
TRUE,232,SLZ_200313_09.d,,,,,0.854,549.0861,550.0934,,,,,,,,,Negative,2,10658,,67391,,Find by Molecular Feature,,,,47.4,,,,,
TRUE,274,SLZ_200313_09.d,,,,,0.919,549.5255,550.5328,,,,,,,,,Negative,3,21018,,112736,,Find by Molecular Feature,,,,48.4,,,,,
TRUE,919,SLZ_200313_09.d,,,,,1.059,549.5579,550.5652,,,,,,,,,Negative,3,3890,,28477,,Find by Molecular Feature,,,,42.3,,,,,
TRUE,4084,SLZ_200313_09.d,,,,,62.821,549.5884,550.5957,,,,,,,,,Negative,4,4664,,113130,,Find by Molecular Feature,,,,49.4,,,,,
TRUE,3812,SLZ_200313_09.d,,,,,62.298,549.5887,550.596,,,,,,,,,Negative,5,4610,,107295,,Find by Molecular Feature,,,,47.2,,,,,
TRUE,3915,SLZ_200313_09.d,,,,,62.549,549.5885,550.5964,,,,,,,,,Negative,3,4678,,148690,,Find by Molecular Feature,,,,40,,,,,
TRUE,936,SLZ_200313_09.d,,,,,1.09,549.8254,550.8327,,,,,,,,,Negative,3,4410,,63304,,Find by Molecular Feature,,,,35,,,,,
TRUE,3836,SLZ_200313_09.d,,,,,62.436,550.9749,551.9822,,,,,,,,,Negative,3,31955,,1636848,,Find by Molecular Feature,,,,75.9,,,,,
TRUE,436,SLZ_200313_09.d,,,,,0.974,552.5219,553.5292,,,,,,,,,Negative,3,4445,,39011,,Find by Molecular Feature,,,,70.5,,,,,
TRUE,975,SLZ_200313_09.d,,,,,1.175,552.9297,553.937,,,,,,,,,Negative,2,4467,,85633,,Find by Molecular Feature,,,,52.3,,,,,
TRUE,3878,SLZ_200313_09.d,,,,,62.514,553.2946,554.3018,,,,,,,,,Negative,3,5403,,230513,,Find by Molecular Feature,,,,51.9,,,,,
TRUE,1221,SLZ_200313_09.d,,,,,12.111,553.5643,554.5715,,,,,,,,,Negative,2,8816,,151323,,Find by Molecular Feature,,,,41.2,,,,,
TRUE,1918,SLZ_200313_09.d,,,,,24.351,554.0646,555.0719,,,,,,,,,Negative,2,8799,,85664,,Find by Molecular Feature,,,,76,,,,,
TRUE,856,SLZ_200313_09.d,,,,,1.032,555.573,556.5803,,,,,,,,,Negative,2,1451,,11024,,Find by Molecular Feature,,,,41.6,,,,,
TRUE,1112,SLZ_200313_09.d,,,,,5.453,555.7436,556.7509,,,,,,,,,Negative,5,13822,,528722,,Find by Molecular Feature,,,,74,,,,,
TRUE,1111,SLZ_200313_09.d,,,,,5.448,556.0779,557.0852,,,,,,,,,Negative,2,8112,,240229,,Find by Molecular Feature,,,,69.6,,,,,
TRUE,37,SLZ_200313_09.d,,,,,0.647,556.8241,557.8313,,,,,,,,,Negative,2,10251,,49215,,Find by Molecular Feature,,,,31.2,,,,,
TRUE,1037,SLZ_200313_09.d,,,,,2.633,556.8695,557.8768,,,,,,,,,Negative,3,11226,,397084,,Find by Molecular Feature,,,,53.4,,,,,
