Show/Hide,Cpd,File,ID Source,Name,Formula,Saturated,RT,m/z,Mass,Score,Score (Lib),Score (DB),Score (MFG),RT Diff (Tgt),"Diff (Tgt, ppm)","Diff (DB, ppm)","Diff (MFG, ppm)",Polarity,Ions,Height,Area,Vol,Hits (DB),Algorithm,Library,Uncertainty,Significance,Quality Score,FIs Conf.,FIs Conf. %,FIs Eval.,Source,Flag Severity (Tgt)
TRUE,2544,SLZ_200313_09.d,,,,,36.854,1469.7304,2941.4754,,,,,,,,,Negative,7,1458,,65326,,Find by Molecular Feature,,,,60,,,,,
TRUE,1400,SLZ_200313_09.d,,,,,16.611,588.0616,2945.3437,,,,,,,,,Negative,34,38060,,4822938,,Find by Molecular Feature,,,,85.7,,,,,
TRUE,1369,SLZ_200313_09.d,,,,,16.219,588.0617,2945.3445,,,,,,,,,Negative,29,36336,,3369980,,Find by Molecular Feature,,,,100,,,,,
TRUE,1418,SLZ_200313_09.d,,,,,17.014,735.3289,2945.3447,,,,,,,,,Negative,5,9475,,357504,,Find by Molecular Feature,,,,86.2,,,,,
TRUE,563,SLZ_200313_09.d,,,,,0.99,1473.1445,2948.3035,,,,,,,,,Negative,7,1929,,46274,,Find by Molecular Feature,,,,43.2,,,,,
TRUE,1314,SLZ_200313_09.d,,,,,15.23,1473.6503,2949.3152,,,,,,,,,Negative,5,2784,,119955,,Find by Molecular Feature,,,,65.6,,,,,
TRUE,1363,SLZ_200313_09.d,,,,,16.215,1474.6714,2951.3573,,,,,,,,,Negative,5,11450,,406144,,Find by Molecular Feature,,,,100,,,,,
TRUE,1397,SLZ_200313_09.d,,,,,16.609,1474.6715,2951.3576,,,,,,,,,Negative,11,9855,,632973,,Find by Molecular Feature,,,,80,,,,,
TRUE,1197,SLZ_200313_09.d,,,,,11.443,737.0751,2952.3273,,,,,,,,,Negative,20,4232,,560714,,Find by Molecular Feature,,,,48.5,,,,,
TRUE,1341,SLZ_200313_09.d,,,,,15.673,1475.6532,2953.3187,,,,,,,,,Negative,10,1497,,136351,,Find by Molecular Feature,,,,30,,,,,
TRUE,1313,SLZ_200313_09.d,,,,,15.229,1476.6589,2955.3324,,,,,,,,,Negative,6,1901,,71956,,Find by Molecular Feature,,,,44.8,,,,,
TRUE,572,SLZ_200313_09.d,,,,,0.991,1478.1435,2958.3016,,,,,,,,,Negative,5,1628,,31763,,Find by Molecular Feature,,,,38.3,,,,,
TRUE,3023,SLZ_200313_09.d,,,,,40.827,1478.2497,2958.514,,,,,,,,,Negative,2,2325,,27849,,Find by Molecular Feature,,,,49.3,,,,,
TRUE,3259,SLZ_200313_09.d,,,,,42.565,590.9888,2959.9879,,,,,,,,,Negative,8,14265,,838153,,Find by Molecular Feature,,,,56.2,,,,,
TRUE,545,SLZ_200313_09.d,,,,,0.988,1482.1441,2966.3027,,,,,,,,,Negative,5,1728,,31926,,Find by Molecular Feature,,,,36.3,,,,,
TRUE,1398,SLZ_200313_09.d,,,,,16.609,1482.6546,2967.3239,,,,,,,,,Negative,11,9211,,583805,,Find by Molecular Feature,,,,84.8,,,,,
TRUE,1365,SLZ_200313_09.d,,,,,16.216,1483.1561,2968.3268,,,,,,,,,Negative,9,9868,,332852,,Find by Molecular Feature,,,,97.5,,,,,
TRUE,1321,SLZ_200313_09.d,,,,,15.274,1483.6428,2969.3001,,,,,,,,,Negative,7,2003,,79101,,Find by Molecular Feature,,,,51.4,,,,,
TRUE,3534,SLZ_200313_09.d,,,,,43.337,989.021,2970.085,,,,,,,,,Negative,5,7613,,568349,,Find by Molecular Feature,,,,57.5,,,,,
TRUE,2545,SLZ_200313_09.d,,,,,36.861,1484.2143,2970.4432,,,,,,,,,Negative,3,940,,20119,,Find by Molecular Feature,,,,35.6,,,,,
TRUE,3551,SLZ_200313_09.d,,,,,43.358,989.2442,2970.7544,,,,,,,,,Negative,2,8575,,329363,,Find by Molecular Feature,,,,80,,,,,
TRUE,1403,SLZ_200313_09.d,,,,,16.615,1485.6616,2973.3377,,,,,,,,,Negative,6,5149,,318303,,Find by Molecular Feature,,,,82,,,,,
TRUE,1368,SLZ_200313_09.d,,,,,16.218,1485.6623,2973.3391,,,,,,,,,Negative,6,5251,,245067,,Find by Molecular Feature,,,,96.3,,,,,
TRUE,1198,SLZ_200313_09.d,,,,,11.449,1486.1471,2974.3087,,,,,,,,,Negative,4,1704,,87675,,Find by Molecular Feature,,,,51.7,,,,,
TRUE,567,SLZ_200313_09.d,,,,,0.991,1486.1502,2974.3149,,,,,,,,,Negative,4,1829,,28953,,Find by Molecular Feature,,,,37.7,,,,,
TRUE,1315,SLZ_200313_09.d,,,,,15.231,1487.1567,2976.3279,,,,,,,,,Negative,5,1181,,29036,,Find by Molecular Feature,,,,45.2,,,,,
TRUE,574,SLZ_200313_09.d,,,,,0.992,1488.1408,2978.2961,,,,,,,,,Negative,5,1835,,31118,,Find by Molecular Feature,,,,40.8,,,,,
TRUE,1371,SLZ_200313_09.d,,,,,16.219,1490.1413,2982.2971,,,,,,,,,Negative,7,1880,,93513,,Find by Molecular Feature,,,,76.6,,,,,
TRUE,1386,SLZ_200313_09.d,,,,,16.592,744.8198,2983.297,,,,,,,,,Negative,18,3031,,280999,,Find by Molecular Feature,,,,49.4,,,,,
TRUE,540,SLZ_200313_09.d,,,,,0.987,1492.144,2986.3025,,,,,,,,,Negative,5,2162,,35179,,Find by Molecular Feature,,,,37.1,,,,,
TRUE,1399,SLZ_200313_09.d,,,,,16.61,1493.6452,2989.305,,,,,,,,,Negative,8,6272,,317542,,Find by Molecular Feature,,,,75.4,,,,,
TRUE,1367,SLZ_200313_09.d,,,,,16.218,1493.6462,2989.307,,,,,,,,,Negative,8,5565,,234685,,Find by Molecular Feature,,,,98.9,,,,,
TRUE,3111,SLZ_200313_09.d,,,,,41.196,995.8113,2990.4557,,,,,,,,,Negative,5,4677,,147535,,Find by Molecular Feature,,,,35.1,,,,,
TRUE,1318,SLZ_200313_09.d,,,,,15.244,1495.6335,2993.2815,,,,,,,,,Negative,4,1456,,41735,,Find by Molecular Feature,,,,43,,,,,
TRUE,2823,SLZ_200313_09.d,,,,,38.931,597.7121,2993.5968,,,,,,,,,Negative,4,6072,,285403,,Find by Molecular Feature,,,,35.2,,,,,
TRUE,602,SLZ_200313_09.d,,,,,0.994,1496.1527,2994.32,,,,,,,,,Negative,7,2197,,59261,,Find by Molecular Feature,,,,47.8,,,,,
TRUE,1394,SLZ_200313_09.d,,,,,16.604,1496.652,2995.3185,,,,,,,,,Negative,7,2806,,165570,,Find by Molecular Feature,,,,60,,,,,
TRUE,1364,SLZ_200313_09.d,,,,,16.216,1496.6525,2995.3195,,,,,,,,,Negative,5,3308,,105418,,Find by Molecular Feature,,,,71.1,,,,,
TRUE,641,SLZ_200313_09.d,,,,,0.998,1499.6669,3001.3483,,,,,,,,,Negative,2,1651,,11784,,Find by Molecular Feature,,,,34.3,,,,,
TRUE,1378,SLZ_200313_09.d,,,,,16.228,1501.1181,3004.2507,,,,,,,,,Negative,7,2566,,107931,,Find by Molecular Feature,,,,75.5,,,,,
TRUE,492,SLZ_200313_09.d,,,,,0.981,1000.4174,3004.2959,,,,,,,,,Negative,9,8312,,98530,,Find by Molecular Feature,,,,80,,,,,
TRUE,1396,SLZ_200313_09.d,,,,,16.606,1502.1295,3006.2735,,,,,,,,,Negative,5,2680,,92548,,Find by Molecular Feature,,,,98.1,,,,,
TRUE,1395,SLZ_200313_09.d,,,,,16.606,1504.6361,3011.2867,,,,,,,,,Negative,5,3668,,160732,,Find by Molecular Feature,,,,78.5,,,,,
TRUE,1362,SLZ_200313_09.d,,,,,16.215,1504.6365,3011.2875,,,,,,,,,Negative,5,4223,,141084,,Find by Molecular Feature,,,,86.9,,,,,
TRUE,1309,SLZ_200313_09.d,,,,,15.223,1505.126,3012.2665,,,,,,,,,Negative,7,1021,,30458,,Find by Molecular Feature,,,,39.2,,,,,
TRUE,1391,SLZ_200313_09.d,,,,,16.601,1507.135,3016.2845,,,,,,,,,Negative,7,2026,,88154,,Find by Molecular Feature,,,,45.3,,,,,
TRUE,1393,SLZ_200313_09.d,,,,,16.604,1512.6211,3027.2567,,,,,,,,,Negative,5,1878,,96221,,Find by Molecular Feature,,,,60,,,,,
TRUE,1376,SLZ_200313_09.d,,,,,16.225,1512.6234,3027.2613,,,,,,,,,Negative,5,1654,,71581,,Find by Molecular Feature,,,,49.4,,,,,
TRUE,2620,SLZ_200313_09.d,,,,,37.716,604.7074,3028.5742,,,,,,,,,Negative,24,5583,,580028,,Find by Molecular Feature,,,,60,,,,,
TRUE,571,SLZ_200313_09.d,,,,,0.991,1514.157,3030.3286,,,,,,,,,Negative,5,2391,,41231,,Find by Molecular Feature,,,,36.2,,,,,
TRUE,1389,SLZ_200313_09.d,,,,,16.598,1515.1384,3032.2913,,,,,,,,,Negative,5,2182,,99819,,Find by Molecular Feature,,,,63.3,,,,,
TRUE,1372,SLZ_200313_09.d,,,,,16.221,1515.1454,3032.3054,,,,,,,,,Negative,7,2418,,99463,,Find by Molecular Feature,,,,60,,,,,
TRUE,3979,SLZ_200313_09.d,,,,,62.61,504.4157,3032.5381,,,,,,,,,Negative,7,4079,,214126,,Find by Molecular Feature,,,,57.1,,,,,
TRUE,628,SLZ_200313_09.d,,,,,0.996,1518.156,3038.3265,,,,,,,,,Negative,7,1912,,50421,,Find by Molecular Feature,,,,39.5,,,,,
TRUE,393,SLZ_200313_09.d,,,,,0.968,1518.5157,3039.046,,,,,,,,,Negative,3,1563,,19611,,Find by Molecular Feature,,,,38.6,,,,,
TRUE,1373,SLZ_200313_09.d,,,,,16.221,1523.1222,3048.259,,,,,,,,,Negative,7,1482,,72637,,Find by Molecular Feature,,,,70.8,,,,,
TRUE,2641,SLZ_200313_09.d,,,,,37.932,1524.2711,3050.5568,,,,,,,,,Negative,7,2355,,124139,,Find by Molecular Feature,,,,56.6,,,,,
TRUE,2616,SLZ_200313_09.d,,,,,37.668,1524.7713,3051.5564,,,,,,,,,Negative,8,1046,,34631,,Find by Molecular Feature,,,,48.3,,,,,
TRUE,2644,SLZ_200313_09.d,,,,,37.943,609.5098,3052.5857,,,,,,,,,Negative,15,6178,,601085,,Find by Molecular Feature,,,,41.4,,,,,
TRUE,1388,SLZ_200313_09.d,,,,,16.597,1525.6218,3053.2581,,,,,,,,,Negative,9,2039,,107429,,Find by Molecular Feature,,,,60,,,,,
TRUE,1366,SLZ_200313_09.d,,,,,16.217,1526.6204,3055.2554,,,,,,,,,Negative,5,2231,,61529,,Find by Molecular Feature,,,,59.7,,,,,
TRUE,47,SLZ_200313_09.d,,,,,0.665,1531.9893,3065.9933,,,,,,,,,Negative,4,1467,,24747,,Find by Molecular Feature,,,,32.2,,,,,
TRUE,2571,SLZ_200313_09.d,,,,,37.114,612.7083,3068.5804,,,,,,,,,Negative,28,8198,,1009380,,Find by Molecular Feature,,,,92.3,,,,,
TRUE,444,SLZ_200313_09.d,,,,,0.975,437.5699,3070.0405,,,,,,,,,Negative,10,4854,,68364,,Find by Molecular Feature,,,,35,,,,,
TRUE,548,SLZ_200313_09.d,,,,,0.988,1022.4342,3070.3304,,,,,,,,,Negative,9,2113,,56836,,Find by Molecular Feature,,,,35,,,,,
TRUE,2645,SLZ_200313_09.d,,,,,37.949,1535.7599,3073.5343,,,,,,,,,Negative,6,1243,,55323,,Find by Molecular Feature,,,,60,,,,,
TRUE,1374,SLZ_200313_09.d,,,,,16.221,1537.6088,3077.2321,,,,,,,,,Negative,5,1253,,45095,,Find by Molecular Feature,,,,63.4,,,,,
TRUE,1390,SLZ_200313_09.d,,,,,16.6,1537.6099,3077.2344,,,,,,,,,Negative,4,1298,,51665,,Find by Molecular Feature,,,,46.5,,,,,
TRUE,646,SLZ_200313_09.d,,,,,0.999,1538.149,3078.3125,,,,,,,,,Negative,7,2097,,54415,,Find by Molecular Feature,,,,35,,,,,
TRUE,1477,SLZ_200313_09.d,,,,,18.341,512.0544,3078.3675,,,,,,,,,Negative,15,5132,,339319,,Find by Molecular Feature,,,,67,,,,,
TRUE,1413,SLZ_200313_09.d,,,,,16.701,615.6699,3083.386,,,,,,,,,Negative,5,3639,,124776,,Find by Molecular Feature,,,,45.3,,,,,
TRUE,1377,SLZ_200313_09.d,,,,,16.227,1542.6149,3087.2444,,,,,,,,,Negative,5,731,,27728,,Find by Molecular Feature,,,,35.1,,,,,
TRUE,2662,SLZ_200313_09.d,,,,,38.101,616.9191,3089.6307,,,,,,,,,Negative,29,56280,,6442122,,Find by Molecular Feature,,,,80,,,,,
TRUE,2570,SLZ_200313_09.d,,,,,37.108,1544.2779,3090.5746,,,,,,,,,Negative,12,2517,,176755,,Find by Molecular Feature,,,,67.5,,,,,
TRUE,2661,SLZ_200313_09.d,,,,,38.093,1544.3056,3090.6257,,,,,,,,,Negative,8,20737,,1337918,,Find by Molecular Feature,,,,91.1,,,,,
TRUE,2663,SLZ_200313_09.d,,,,,38.114,514.2613,3091.6112,,,,,,,,,Negative,11,46156,,3151834,,Find by Molecular Feature,,,,84.6,,,,,
TRUE,2736,SLZ_200313_09.d,,,,,38.381,772.646,3094.6133,,,,,,,,,Negative,3,4389,,56478,,Find by Molecular Feature,,,,47.2,,,,,
TRUE,599,SLZ_200313_09.d,,,,,0.993,1547.1527,3096.3199,,,,,,,,,Negative,7,2027,,50406,,Find by Molecular Feature,,,,47.4,,,,,
TRUE,1484,SLZ_200313_09.d,,,,,18.347,619.2705,3101.3893,,,,,,,,,Negative,11,4781,,194371,,Find by Molecular Feature,,,,60,,,,,
TRUE,2563,SLZ_200313_09.d,,,,,36.978,775.1618,3104.6763,,,,,,,,,Negative,6,3816,,136109,,Find by Molecular Feature,,,,40.2,,,,,
TRUE,2564,SLZ_200313_09.d,,,,,36.985,620.1176,3105.6237,,,,,,,,,Negative,13,10807,,843761,,Find by Molecular Feature,,,,85.7,,,,,
TRUE,2589,SLZ_200313_09.d,,,,,37.21,620.7152,3108.613,,,,,,,,,Negative,7,4273,,116545,,Find by Molecular Feature,,,,30.7,,,,,
TRUE,3327,SLZ_200313_09.d,,,,,42.889,621.1657,3110.8649,,,,,,,,,Negative,8,11965,,358256,,Find by Molecular Feature,,,,69.8,,,,,
TRUE,2566,SLZ_200313_09.d,,,,,37.089,1555.2656,3112.5457,,,,,,,,,Negative,5,1287,,50231,,Find by Molecular Feature,,,,40.3,,,,,
TRUE,2660,SLZ_200313_09.d,,,,,38.088,1555.2964,3112.6073,,,,,,,,,Negative,8,10303,,653912,,Find by Molecular Feature,,,,93.6,,,,,
TRUE,624,SLZ_200313_09.d,,,,,0.996,1557.1643,3116.3432,,,,,,,,,Negative,5,1818,,35285,,Find by Molecular Feature,,,,40.8,,,,,
TRUE,3171,SLZ_200313_09.d,,,,,41.533,519.0948,3120.6125,,,,,,,,,Negative,6,3453,,72756,,Find by Molecular Feature,,,,35,,,,,
TRUE,3898,SLZ_200313_09.d,,,,,62.532,780.1439,3124.6048,,,,,,,,,Negative,3,1090,,12510,,Find by Molecular Feature,,,,42.8,,,,,
TRUE,2562,SLZ_200313_09.d,,,,,36.978,1562.7932,3127.6009,,,,,,,,,Negative,4,2067,,86111,,Find by Molecular Feature,,,,67,,,,,
TRUE,3134,SLZ_200313_09.d,,,,,41.26,520.4344,3128.6485,,,,,,,,,Negative,24,10365,,992939,,Find by Molecular Feature,,,,66.3,,,,,
TRUE,2964,SLZ_200313_09.d,,,,,40.364,781.1548,3128.6488,,,,,,,,,Negative,20,7013,,1169029,,Find by Molecular Feature,,,,85.9,,,,,
TRUE,2649,SLZ_200313_09.d,,,,,37.957,624.7229,3128.6502,,,,,,,,,Negative,34,28019,,5037121,,Find by Molecular Feature,,,,60,,,,,
TRUE,2807,SLZ_200313_09.d,,,,,38.899,624.7235,3128.6525,,,,,,,,,Negative,39,366010,,42197656,,Find by Molecular Feature,,,,98.9,,,,,
TRUE,2965,SLZ_200313_09.d,,,,,40.368,624.9237,3129.6547,,,,,,,,,Negative,4,17706,,1227898,,Find by Molecular Feature,,,,74,,,,,
TRUE,1473,SLZ_200313_09.d,,,,,18.319,625.6825,3133.4484,,,,,,,,,Negative,12,6564,,394071,,Find by Molecular Feature,,,,36.8,,,,,
TRUE,1300,SLZ_200313_09.d,,,,,14.974,625.6847,3133.46,,,,,,,,,Negative,6,3507,,104134,,Find by Molecular Feature,,,,45.6,,,,,
TRUE,1286,SLZ_200313_09.d,,,,,14.642,625.6838,3133.4608,,,,,,,,,Negative,24,5835,,515781,,Find by Molecular Feature,,,,41.9,,,,,
TRUE,576,SLZ_200313_09.d,,,,,0.992,1566.1645,3134.3435,,,,,,,,,Negative,7,1903,,45648,,Find by Molecular Feature,,,,43.5,,,,,
TRUE,1471,SLZ_200313_09.d,,,,,18.315,1566.1868,3134.3882,,,,,,,,,Negative,5,1531,,60435,,Find by Molecular Feature,,,,55.9,,,,,
TRUE,1460,SLZ_200313_09.d,,,,,18.077,521.3915,3134.3924,,,,,,,,,Negative,20,10428,,619151,,Find by Molecular Feature,,,,77.4,,,,,
TRUE,2659,SLZ_200313_09.d,,,,,38.08,1566.2884,3134.5914,,,,,,,,,Negative,7,5255,,308535,,Find by Molecular Feature,,,,76.4,,,,,
TRUE,1466,SLZ_200313_09.d,,,,,18.296,521.5588,3135.3964,,,,,,,,,Negative,5,9054,,225766,,Find by Molecular Feature,,,,42,,,,,
TRUE,2351,SLZ_200313_09.d,,,,,31.113,627.9222,3144.6436,,,,,,,,,Negative,24,6221,,524456,,Find by Molecular Feature,,,,60,,,,,
TRUE,2806,SLZ_200313_09.d,,,,,38.899,786.4091,3149.6653,,,,,,,,,Negative,7,4893,,274137,,Find by Molecular Feature,,,,60,,,,,
TRUE,2966,SLZ_200313_09.d,,,,,40.389,1574.293,3150.6039,,,,,,,,,Negative,9,2902,,238014,,Find by Molecular Feature,,,,66.7,,,,,
TRUE,2643,SLZ_200313_09.d,,,,,37.938,1574.3074,3150.6292,,,,,,,,,Negative,11,4441,,346814,,Find by Molecular Feature,,,,60,,,,,
TRUE,2812,SLZ_200313_09.d,,,,,38.908,1574.3081,3150.631,,,,,,,,,Negative,15,49253,,4143625,,Find by Molecular Feature,,,,97.4,,,,,
TRUE,1568,SLZ_200313_09.d,,,,,19.485,524.2218,3151.3745,,,,,,,,,Negative,27,18632,,1790275,,Find by Molecular Feature,,,,75.4,,,,,
TRUE,1448,SLZ_200313_09.d,,,,,17.814,524.2219,3151.3756,,,,,,,,,Negative,16,10544,,812150,,Find by Molecular Feature,,,,65.6,,,,,
TRUE,1573,SLZ_200313_09.d,,,,,19.74,1575.6817,3153.3779,,,,,,,,,Negative,4,2148,,40672,,Find by Molecular Feature,,,,47.2,,,,,
TRUE,565,SLZ_200313_09.d,,,,,0.991,1576.1699,3154.3544,,,,,,,,,Negative,7,1603,,43350,,Find by Molecular Feature,,,,35,,,,,
TRUE,1574,SLZ_200313_09.d,,,,,19.748,524.7233,3154.3833,,,,,,,,,Negative,3,5966,,130966,,Find by Molecular Feature,,,,65.4,,,,,
TRUE,1379,SLZ_200313_09.d,,,,,16.413,788.0908,3156.3922,,,,,,,,,Negative,5,1956,,81272,,Find by Molecular Feature,,,,35,,,,,
TRUE,2658,SLZ_200313_09.d,,,,,38.077,1577.2939,3156.6023,,,,,,,,,Negative,7,2992,,150152,,Find by Molecular Feature,,,,63.6,,,,,
TRUE,3242,SLZ_200313_09.d,,,,,42.412,788.1492,3156.6344,,,,,,,,,Negative,23,8080,,737110,,Find by Molecular Feature,,,,69.3,,,,,
TRUE,1585,SLZ_200313_09.d,,,,,19.89,630.4768,3157.422,,,,,,,,,Negative,22,10711,,1425908,,Find by Molecular Feature,,,,82.1,,,,,
TRUE,1287,SLZ_200313_09.d,,,,,14.651,630.6828,3158.4497,,,,,,,,,Negative,26,9152,,880911,,Find by Molecular Feature,,,,60,,,,,
TRUE,1301,SLZ_200313_09.d,,,,,15.01,630.6828,3158.4507,,,,,,,,,Negative,19,5365,,353810,,Find by Molecular Feature,,,,41.6,,,,,
TRUE,656,SLZ_200313_09.d,,,,,1,1579.6762,3161.367,,,,,,,,,Negative,3,1634,,15098,,Find by Molecular Feature,,,,39.9,,,,,
TRUE,1555,SLZ_200313_09.d,,,,,19.065,525.8876,3161.3704,,,,,,,,,Negative,33,16900,,2032461,,Find by Molecular Feature,,,,60,,,,,
TRUE,1559,SLZ_200313_09.d,,,,,19.282,1052.7846,3161.3718,,,,,,,,,Negative,12,2766,,223183,,Find by Molecular Feature,,,,54.8,,,,,
TRUE,662,SLZ_200313_09.d,,,,,1.001,1581.1628,3164.3402,,,,,,,,,Negative,5,1449,,21838,,Find by Molecular Feature,,,,35,,,,,
TRUE,2836,SLZ_200313_09.d,,,,,38.951,632.0958,3165.5155,,,,,,,,,Negative,6,6124,,302404,,Find by Molecular Feature,,,,35,,,,,
TRUE,2809,SLZ_200313_09.d,,,,,38.904,790.6421,3166.5974,,,,,,,,,Negative,18,11167,,1702695,,Find by Molecular Feature,,,,87.4,,,,,
TRUE,598,SLZ_200313_09.d,,,,,0.993,1584.1701,3170.3548,,,,,,,,,Negative,5,1235,,26641,,Find by Molecular Feature,,,,42.6,,,,,
TRUE,1455,SLZ_200313_09.d,,,,,17.954,527.3926,3170.3994,,,,,,,,,Negative,9,6211,,319789,,Find by Molecular Feature,,,,39,,,,,
TRUE,1468,SLZ_200313_09.d,,,,,18.307,1585.1639,3172.3387,,,,,,,,,Negative,7,1967,,73631,,Find by Molecular Feature,,,,38.5,,,,,
TRUE,1504,SLZ_200313_09.d,,,,,18.662,527.7182,3172.3521,,,,,,,,,Negative,4,9085,,115890,,Find by Molecular Feature,,,,55.4,,,,,
TRUE,1639,SLZ_200313_09.d,,,,,20.323,527.7271,3172.4063,,,,,,,,,Negative,3,17104,,390435,,Find by Molecular Feature,,,,62.8,,,,,
TRUE,2813,SLZ_200313_09.d,,,,,38.91,1585.2984,3172.6111,,,,,,,,,Negative,12,22372,,1706549,,Find by Molecular Feature,,,,80,,,,,
TRUE,1565,SLZ_200313_09.d,,,,,19.424,633.6691,3173.3601,,,,,,,,,Negative,14,3000,,206911,,Find by Molecular Feature,,,,86.2,,,,,
TRUE,1453,SLZ_200313_09.d,,,,,17.948,633.6741,3173.4046,,,,,,,,,Negative,22,16054,,1365309,,Find by Molecular Feature,,,,80,,,,,
TRUE,1465,SLZ_200313_09.d,,,,,18.289,633.8727,3174.3987,,,,,,,,,Negative,19,13202,,915379,,Find by Molecular Feature,,,,80.1,,,,,
TRUE,1640,SLZ_200313_09.d,,,,,20.33,1057.126,3174.3992,,,,,,,,,Negative,20,3769,,431878,,Find by Molecular Feature,,,,71.1,,,,,
TRUE,1671,SLZ_200313_09.d,,,,,20.64,1057.1276,3174.4019,,,,,,,,,Negative,9,1821,,81795,,Find by Molecular Feature,,,,35,,,,,
TRUE,1517,SLZ_200313_09.d,,,,,18.69,528.2266,3175.4034,,,,,,,,,Negative,6,12662,,402293,,Find by Molecular Feature,,,,63,,,,,
TRUE,1641,SLZ_200313_09.d,,,,,20.338,528.2269,3175.4051,,,,,,,,,Negative,7,19883,,912040,,Find by Molecular Feature,,,,99.3,,,,,
TRUE,611,SLZ_200313_09.d,,,,,0.994,1587.1687,3176.3519,,,,,,,,,Negative,5,1548,,31207,,Find by Molecular Feature,,,,35.7,,,,,
TRUE,2657,SLZ_200313_09.d,,,,,38.057,1587.7743,3177.5632,,,,,,,,,Negative,4,1978,,52478,,Find by Molecular Feature,,,,57.6,,,,,
TRUE,3241,SLZ_200313_09.d,,,,,42.4,1588.3031,3178.6215,,,,,,,,,Negative,9,2082,,104481,,Find by Molecular Feature,,,,37.7,,,,,
TRUE,1541,SLZ_200313_09.d,,,,,18.976,1589.6882,3181.3909,,,,,,,,,Negative,7,1934,,64461,,Find by Molecular Feature,,,,58.4,,,,,
TRUE,1556,SLZ_200313_09.d,,,,,19.26,1590.6681,3183.3508,,,,,,,,,Negative,5,1900,,87489,,Find by Molecular Feature,,,,50.6,,,,,
TRUE,105,SLZ_200313_09.d,,,,,0.698,1060.716,3185.1698,,,,,,,,,Negative,9,3137,,64914,,Find by Molecular Feature,,,,35,,,,,
TRUE,2814,SLZ_200313_09.d,,,,,38.911,1593.2817,3188.5796,,,,,,,,,Negative,9,6814,,522764,,Find by Molecular Feature,,,,74.4,,,,,
TRUE,1567,SLZ_200313_09.d,,,,,19.456,636.8572,3189.3218,,,,,,,,,Negative,26,10189,,931192,,Find by Molecular Feature,,,,62.1,,,,,
TRUE,1409,SLZ_200313_09.d,,,,,16.679,531.2189,3193.3569,,,,,,,,,Negative,3,42357,,527062,,Find by Molecular Feature,,,,80,,,,,
TRUE,2817,SLZ_200313_09.d,,,,,38.915,1596.2894,3194.5934,,,,,,,,,Negative,7,12200,,855087,,Find by Molecular Feature,,,,91.1,,,,,
TRUE,1566,SLZ_200313_09.d,,,,,19.441,1596.6611,3195.3367,,,,,,,,,Negative,4,1646,,58048,,Find by Molecular Feature,,,,55.4,,,,,
TRUE,1412,SLZ_200313_09.d,,,,,16.701,1064.1281,3195.4063,,,,,,,,,Negative,16,6782,,499618,,Find by Molecular Feature,,,,35,,,,,
TRUE,1423,SLZ_200313_09.d,,,,,17.063,531.5617,3195.4113,,,,,,,,,Negative,25,23040,,1737866,,Find by Molecular Feature,,,,63.2,,,,,
TRUE,1454,SLZ_200313_09.d,,,,,17.95,638.2707,3196.3794,,,,,,,,,Negative,9,2046,,133489,,Find by Molecular Feature,,,,60,,,,,
TRUE,1638,SLZ_200313_09.d,,,,,20.323,1597.1825,3196.3796,,,,,,,,,Negative,4,2720,,92453,,Find by Molecular Feature,,,,37.3,,,,,
TRUE,1414,SLZ_200313_09.d,,,,,16.707,531.7288,3196.4135,,,,,,,,,Negative,9,44501,,2200344,,Find by Molecular Feature,,,,46.3,,,,,
TRUE,1501,SLZ_200313_09.d,,,,,18.611,638.4705,3197.3891,,,,,,,,,Negative,8,7918,,350648,,Find by Molecular Feature,,,,57.6,,,,,
TRUE,1502,SLZ_200313_09.d,,,,,18.629,532.0603,3198.4055,,,,,,,,,Negative,9,5817,,323286,,Find by Molecular Feature,,,,53.7,,,,,
TRUE,1557,SLZ_200313_09.d,,,,,19.269,638.8601,3199.3349,,,,,,,,,Negative,11,5608,,454780,,Find by Molecular Feature,,,,40.6,,,,,
TRUE,1540,SLZ_200313_09.d,,,,,18.975,638.8602,3199.3392,,,,,,,,,Negative,22,7177,,679340,,Find by Molecular Feature,,,,56.9,,,,,
TRUE,1428,SLZ_200313_09.d,,,,,17.255,532.229,3199.4191,,,,,,,,,Negative,12,7527,,366477,,Find by Molecular Feature,,,,40.9,,,,,
TRUE,2656,SLZ_200313_09.d,,,,,38.057,1599.2615,3200.5376,,,,,,,,,Negative,6,1010,,29242,,Find by Molecular Feature,,,,38.5,,,,,
TRUE,2819,SLZ_200313_09.d,,,,,38.918,1604.273,3210.5619,,,,,,,,,Negative,11,5121,,421613,,Find by Molecular Feature,,,,68.6,,,,,
TRUE,1450,SLZ_200313_09.d,,,,,17.913,641.2638,3211.345,,,,,,,,,Negative,31,16319,,1503886,,Find by Molecular Feature,,,,54.9,,,,,
TRUE,1434,SLZ_200313_09.d,,,,,17.459,641.2648,3211.3606,,,,,,,,,Negative,3,11114,,190377,,Find by Molecular Feature,,,,52.9,,,,,
TRUE,3938,SLZ_200313_09.d,,,,,62.572,355.8548,3211.7583,,,,,,,,,Negative,6,4471,,151221,,Find by Molecular Feature,,,,60,,,,,
TRUE,1642,SLZ_200313_09.d,,,,,20.343,641.4624,3212.3482,,,,,,,,,Negative,20,10708,,909894,,Find by Molecular Feature,,,,42,,,,,
